userid,churn,age,rent_or_own,trivia_played,trivia_shared_results,trivia_view_unlocked,trivia_view_results,cards_share,cards_viewed,cards_helpful,cards_not_helpful,cards_clicked,has_used_mobile,has_used_web,used_android,used_ios,more_than_one_mobile_device,payfreq,loan_pending,withdrawn_application,paid_off_loan,did_not_accept_funding,zodiac_sign,un_linked_account,re_linked_account,cash_back_engagement,has_referred
782,1,42.0,R,2,0,233,2,0,290,0,0,34,1,1,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,2.17,1
788,1,27.0,R,9,1,164,9,0,256,0,0,49,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,2.23,1
789,1,25.0,R,0,0,0,0,0,174,0,0,16,1,1,1,1,5,Weekly,0,0,0,0,Cancer,0,0,2.13,0
797,1,23.0,R,8,1,14,8,0,47,0,0,21,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aries,1,0,0.3,0
802,1,32.0,na,0,0,0,0,0,126,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,1,0,Scorpio,0,0,1.73,0
805,1,25.0,na,0,0,8,0,0,8,0,0,1,1,0,0,1,0,Semi-Monthly,0,0,0,0,Sagittarius,1,0,0.2,0
806,1,30.0,na,0,0,47,0,0,156,0,0,10,1,0,0,1,0,Weekly,0,0,0,0,Gemini,0,0,0.5700000000000001,0
809,1,25.0,O,0,0,0,0,0,158,0,0,4,1,1,1,1,3,Semi-Monthly,0,0,0,0,Aquarius,0,0,1.4300000000000002,1
823,1,27.0,R,3,0,14,3,0,26,0,0,3,1,1,1,0,0,Monthly,0,0,0,0,Leo,1,0,0.27,1
825,1,24.0,R,0,0,0,0,0,128,0,0,1,1,0,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,1.0699999999999998,0
827,1,29.0,R,0,0,0,0,0,220,0,0,12,1,1,0,1,0,Weekly,0,0,0,0,Libra,0,0,2.13,0
828,1,33.0,na,1,0,19,1,0,38,0,0,6,1,1,1,1,4,Bi-Weekly,0,0,0,0,Virgo,0,0,0.33,1
829,1,24.0,na,0,0,18,0,0,147,0,0,7,1,0,1,0,2,Bi-Weekly,0,0,0,0,Virgo,0,0,1.3,0
837,1,20.0,na,0,0,0,0,0,6,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Gemini,1,0,0.16999999999999998,0
839,1,48.0,na,0,0,0,0,0,233,0,0,12,1,1,1,0,0,na,0,0,0,1,Pisces,0,0,2.2,0
840,1,49.0,na,0,0,0,0,0,103,0,0,11,1,1,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,1.53,0
843,1,25.0,R,3,0,35,3,0,57,0,0,5,1,1,0,1,0,Weekly,0,0,0,0,Aquarius,1,0,0.16999999999999998,1
844,1,24.0,R,0,0,0,0,0,85,0,0,1,1,0,0,1,0,Semi-Monthly,0,0,0,0,Pisces,0,0,1.17,0
845,1,34.0,na,6,4,226,6,0,156,0,0,76,1,1,0,1,0,na,0,0,0,0,Gemini,0,0,1.4300000000000002,1
848,1,30.0,O,1,0,136,1,0,284,0,0,8,1,1,1,0,2,Bi-Weekly,0,0,0,0,Leo,0,0,1.5699999999999998,0
849,1,33.0,R,0,0,56,0,0,70,0,0,9,1,1,0,1,2,na,0,0,0,0,Libra,0,0,0.7,0
852,1,30.0,na,0,0,0,0,0,174,0,0,3,1,1,0,1,0,Weekly,0,0,0,0,Cancer,0,0,1.6,0
864,1,25.0,R,17,0,33,17,0,100,0,0,12,1,1,1,0,0,Bi-Weekly,0,0,0,0,Scorpio,1,0,0.5,1
869,1,32.0,R,3,0,11,3,0,38,0,0,2,1,1,1,0,2,Bi-Weekly,0,0,0,0,Sagittarius,0,0,0.13,1
876,1,41.0,R,0,0,0,0,0,245,0,0,5,1,1,0,1,0,Bi-Weekly,0,0,0,0,Virgo,1,0,2.2,0
881,1,24.0,R,0,0,0,0,0,15,0,0,0,1,1,0,1,0,Weekly,0,0,0,0,Pisces,0,0,0.3,0
882,1,26.0,R,0,0,50,0,0,122,0,0,2,1,0,1,1,3,Bi-Weekly,0,0,0,0,na,0,0,1.27,0
885,1,25.0,R,0,0,0,0,2,75,0,1,8,1,0,0,1,0,Semi-Monthly,0,0,0,0,Cancer,0,0,0.8,1
898,1,40.0,na,3,0,16,3,0,60,0,0,18,1,1,1,1,2,Monthly,0,0,0,0,Taurus,1,0,0.0,1
904,1,49.0,R,0,0,15,0,0,244,0,0,6,1,0,1,0,0,Weekly,0,0,0,0,Pisces,0,0,2.4,0
906,1,20.0,na,0,0,32,0,0,84,0,0,16,1,0,0,1,2,na,0,0,0,0,Taurus,0,0,0.7,1
920,1,29.0,R,6,3,20,6,0,13,0,0,8,1,1,0,1,0,Weekly,0,0,0,0,Sagittarius,1,0,0.16999999999999998,0
922,1,23.0,R,1,0,30,1,0,47,0,0,2,1,0,0,1,0,na,0,0,0,0,Taurus,0,0,0.77,1
926,1,30.0,R,0,0,0,0,0,176,0,0,4,1,0,1,0,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,2.13,0
935,1,39.0,na,0,0,0,0,0,267,0,0,35,1,1,1,0,0,Bi-Weekly,0,0,0,0,Gemini,0,0,2.23,1
939,1,27.0,R,0,0,0,0,0,186,0,0,4,1,1,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,2.2,0
949,1,31.0,na,0,0,0,0,0,88,0,0,4,1,1,1,0,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,0.93,0
952,1,28.0,R,0,0,1,0,1,140,0,0,10,1,0,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,1.5,1
953,1,23.0,R,8,1,21,8,0,113,0,0,12,1,1,0,1,2,Weekly,0,0,0,0,Sagittarius,0,0,1.37,0
963,1,26.0,R,0,0,0,0,0,191,0,0,3,1,1,0,1,0,Semi-Monthly,0,0,0,0,Cancer,0,0,2.3,0
965,1,21.0,R,17,0,61,17,0,120,0,0,3,1,1,0,1,0,Bi-Weekly,0,0,0,0,na,0,0,0.87,0
974,1,36.0,na,0,0,91,0,0,208,0,0,6,1,0,1,0,0,Semi-Monthly,0,0,0,0,Scorpio,0,0,1.93,1
975,1,27.0,na,2,1,22,2,0,39,0,0,0,1,1,1,0,0,Bi-Weekly,0,0,0,0,na,0,0,0.4,1
978,1,20.0,na,0,0,0,0,0,30,0,0,4,1,0,1,0,0,Weekly,0,0,0,0,Leo,0,0,0.97,0
979,1,27.0,R,0,0,0,0,1,46,0,0,2,1,1,1,0,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,0.83,1
983,1,29.0,na,0,0,6,0,0,15,0,0,0,1,1,0,1,0,Weekly,0,0,0,0,Sagittarius,0,0,0.13,0
995,1,35.0,R,0,0,0,0,1,117,0,0,22,1,0,1,0,0,Bi-Weekly,0,0,0,0,Cancer,0,0,1.47,0
1002,1,21.0,na,0,0,0,0,0,18,0,0,0,1,0,0,1,0,Monthly,0,0,0,0,Taurus,0,0,0.7,1
1005,1,20.0,na,0,0,15,0,0,30,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,0.5,0
1006,1,48.0,R,0,0,123,0,0,215,0,0,8,1,1,1,0,0,Monthly,0,0,0,0,Aquarius,0,0,1.17,1
1008,1,23.0,R,0,0,0,0,0,177,1,0,21,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aries,0,0,1.3,1
1010,1,33.0,O,0,0,29,0,0,228,0,0,17,1,1,1,0,0,Bi-Weekly,0,0,1,0,Leo,0,0,2.03,0
1014,1,29.0,R,1,0,39,1,0,80,0,0,3,1,0,0,1,0,Semi-Monthly,0,0,0,0,Scorpio,0,0,0.97,0
1019,1,25.0,R,15,0,13,15,2,214,1,0,19,1,1,0,1,0,Semi-Monthly,0,0,0,0,Libra,0,0,2.03,0
1023,1,31.0,R,0,0,0,0,0,17,0,0,2,1,1,1,0,0,Weekly,0,0,0,0,Virgo,0,0,0.73,0
1024,1,29.0,na,0,0,14,0,0,110,0,0,1,1,0,1,0,2,Weekly,0,0,0,0,Taurus,0,0,1.0699999999999998,0
1027,1,70.0,na,0,0,8,0,0,18,0,0,0,1,1,1,0,0,Monthly,0,0,0,0,Pisces,0,0,0.37,0
1028,1,31.0,na,1,0,37,1,0,82,0,0,14,1,1,1,0,3,Monthly,0,0,0,0,Aquarius,1,0,0.1,1
1029,1,25.0,na,7,0,15,7,0,79,0,0,7,1,1,0,1,0,Bi-Weekly,0,0,0,0,Taurus,1,0,0.77,0
1031,1,37.0,R,0,0,0,0,0,64,0,0,3,1,1,1,0,0,Bi-Weekly,0,0,0,0,na,0,0,0.87,0
1033,1,52.0,R,0,0,0,0,0,241,0,0,14,1,0,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,2.0,0
1040,1,28.0,R,0,0,0,0,0,291,0,0,6,1,1,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,2.53,0
1041,1,25.0,R,2,1,15,2,0,25,0,0,2,1,0,1,0,0,Weekly,0,0,0,0,Taurus,0,0,0.27,0
1045,1,25.0,R,0,0,0,0,3,227,4,0,20,1,0,1,0,0,Semi-Monthly,0,0,0,0,Scorpio,1,0,2.83,0
1049,1,24.0,na,0,0,0,0,0,59,0,0,3,1,1,1,0,0,Weekly,0,0,0,0,Taurus,0,0,0.7,0
1052,1,48.0,R,0,0,31,0,0,50,0,0,2,1,1,1,0,0,Weekly,0,0,0,0,Sagittarius,0,0,0.6,0
1054,1,28.0,na,0,0,0,0,0,102,0,0,2,1,1,0,1,0,Semi-Monthly,0,0,0,0,Libra,0,0,1.6,0
1058,1,35.0,na,0,0,0,0,1,124,0,0,8,1,1,0,1,2,Bi-Weekly,0,0,0,0,Pisces,0,0,1.5,0
1061,1,64.0,R,0,0,0,0,0,149,0,0,64,1,1,0,1,2,Bi-Weekly,0,0,0,0,Virgo,0,0,1.4,0
1066,1,41.0,na,0,0,0,0,0,130,0,0,21,1,1,1,0,2,Weekly,0,0,0,0,Libra,0,0,1.5699999999999998,0
1067,1,43.0,R,0,0,0,0,0,229,0,0,31,1,1,1,0,0,Semi-Monthly,0,0,0,0,Aries,0,0,1.83,0
1068,1,37.0,na,0,0,0,0,0,171,0,0,2,1,1,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,2.0,0
1070,1,30.0,na,0,0,0,0,0,18,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,0.1,0
1076,1,26.0,O,0,0,0,0,0,90,0,0,10,1,0,1,0,0,Bi-Weekly,0,0,0,0,Cancer,0,0,0.83,0
1077,1,29.0,R,1,0,37,1,0,91,0,0,6,1,1,1,1,2,na,0,1,0,0,Aquarius,0,0,0.5,1
1079,1,32.0,R,0,0,0,0,0,134,1,0,11,1,1,0,1,0,na,0,0,0,0,Sagittarius,0,0,1.67,0
1086,1,24.0,R,4,0,48,4,0,40,0,0,12,1,0,0,1,0,Weekly,0,0,0,0,Taurus,0,0,0.47,0
1091,1,19.0,O,1,0,71,1,0,173,0,0,13,1,0,0,1,3,Weekly,0,0,0,0,Cancer,0,1,1.63,1
1095,1,29.0,O,14,3,148,14,0,229,0,0,58,1,1,1,0,0,Bi-Weekly,0,0,0,0,Aries,0,0,1.1,1
1098,1,35.0,R,23,1,65,23,0,106,0,0,25,1,1,1,0,0,Weekly,0,0,0,0,Libra,0,0,1.03,1
1105,1,21.0,R,4,3,5,4,0,17,0,0,6,1,1,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,0.0,0
1106,1,35.0,R,1,0,249,1,0,268,0,0,24,1,1,1,0,2,Weekly,0,0,0,0,Taurus,1,0,1.4300000000000002,0
1110,1,20.0,R,0,0,0,0,1,217,1,0,11,1,1,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,1.87,1
1119,1,36.0,R,14,2,45,14,0,246,0,0,12,1,1,0,1,0,Semi-Monthly,0,0,0,0,Aries,0,0,1.5699999999999998,1
1124,1,36.0,na,8,0,45,8,0,113,0,0,6,1,1,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,0.93,0
1126,1,29.0,na,1,0,2,1,0,9,0,0,1,1,0,1,0,0,na,0,0,0,0,Virgo,0,0,0.0,1
1129,1,22.0,na,0,0,9,0,0,29,0,0,2,1,1,0,1,0,Weekly,0,0,0,0,Pisces,0,0,0.8800000000000002,0
1132,1,27.0,R,27,6,90,27,0,167,0,0,22,1,1,0,1,2,Bi-Weekly,0,0,0,0,Taurus,1,0,1.33,1
1133,1,24.0,na,0,0,0,0,0,72,0,0,8,1,0,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,0.63,0
1134,1,19.0,R,11,0,60,11,0,115,0,0,12,1,1,0,1,2,na,0,0,0,0,Leo,0,0,0.23,0
1140,1,35.0,R,0,0,0,0,0,193,0,0,2,1,1,0,1,0,Semi-Monthly,0,0,0,0,Gemini,0,0,3.0,0
1141,1,23.0,R,0,0,0,0,0,96,0,0,2,1,0,1,0,0,Bi-Weekly,0,0,1,0,Gemini,1,1,1.5699999999999998,0
1142,1,22.0,R,0,0,0,0,0,68,0,0,11,1,0,1,0,0,na,0,0,0,0,Aries,0,0,1.4300000000000002,0
1147,1,23.0,na,0,0,0,0,0,70,0,0,2,1,0,1,0,0,Weekly,0,0,0,0,Virgo,0,0,0.97,1
1149,1,37.0,R,0,0,0,0,0,237,0,0,20,1,1,1,1,3,Weekly,0,0,0,0,Gemini,1,0,2.3,0
1153,1,21.0,R,0,0,10,0,0,172,0,0,4,1,1,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,1.03,0
1163,1,31.0,na,0,0,0,0,0,75,0,0,2,1,1,1,0,4,Semi-Monthly,0,0,0,0,Libra,0,0,1.23,0
1171,1,35.0,na,1,0,72,0,0,183,0,0,4,1,0,1,0,0,Bi-Weekly,0,0,0,0,Capricorn,0,0,1.33,0
1175,1,37.0,na,1,0,13,1,0,59,0,0,6,1,1,1,0,2,Semi-Monthly,0,0,0,0,Aquarius,1,0,0.87,0
1176,1,30.0,R,3,0,44,3,0,103,0,0,6,1,1,0,1,0,Monthly,0,0,0,0,Aquarius,0,0,0.7,1
1183,1,57.0,na,0,0,115,0,0,205,0,0,7,1,1,1,0,0,na,0,0,0,0,Cancer,0,0,1.5699999999999998,1
1184,1,26.0,R,0,0,0,0,1,71,0,0,13,1,1,0,1,3,Bi-Weekly,0,0,0,0,Leo,0,0,0.0,0
1189,1,47.0,R,55,1,90,55,0,262,0,0,72,1,1,0,1,0,Weekly,0,0,0,0,Libra,0,0,0.67,1
1190,1,21.0,R,0,0,4,0,0,10,0,0,0,1,1,0,1,2,Semi-Monthly,0,0,0,0,Taurus,0,0,0.13,0
1192,1,27.0,na,0,0,1,0,0,8,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,0.06999999999999999,0
1196,1,27.0,R,0,0,0,0,1,184,0,0,20,1,1,0,1,0,Weekly,0,0,0,0,Pisces,0,0,2.07,0
1197,1,55.0,R,0,0,0,0,0,270,0,0,78,1,1,1,0,0,Monthly,0,0,0,0,na,0,0,2.2,1
1209,1,27.0,R,6,1,106,6,0,280,0,0,17,1,0,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,2.07,1
1211,1,32.0,na,1,0,8,1,0,15,0,0,0,1,1,1,0,0,Weekly,0,0,0,0,Aries,0,0,0.16999999999999998,1
1216,1,27.0,na,0,0,0,0,0,44,0,0,6,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,0.9,0
1222,1,24.0,R,0,0,0,0,0,211,0,0,14,1,1,1,1,3,Bi-Weekly,0,0,0,0,Taurus,1,0,2.07,1
1226,1,33.0,R,42,1,41,42,0,189,0,0,57,1,1,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,1.77,1
1233,1,45.0,na,0,0,26,0,0,20,0,0,2,1,0,1,0,0,Weekly,0,0,0,0,Gemini,0,0,0.27,0
1236,1,36.0,na,1,0,4,1,0,245,0,0,35,1,1,0,1,0,Semi-Monthly,0,1,1,0,Taurus,1,0,2.17,0
1237,1,66.0,na,0,0,2,0,0,5,0,0,0,1,0,1,0,2,Weekly,0,0,0,0,Libra,0,0,0.06999999999999999,0
1239,1,20.0,na,0,0,19,0,0,44,0,0,2,1,1,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,1,0,0.3,1
1242,1,39.0,R,2,0,29,2,0,50,0,0,1,1,1,0,1,0,na,0,0,0,0,na,0,0,0.37,0
1245,1,44.0,O,0,0,0,0,0,211,0,0,24,1,1,1,0,0,Bi-Weekly,0,0,0,0,Capricorn,1,0,2.13,0
1252,1,27.0,R,38,1,57,37,0,209,0,0,9,1,1,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,1.67,0
1253,1,36.0,na,0,0,12,0,0,30,0,0,3,1,1,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,0.47,0
1256,1,26.0,R,0,0,11,0,0,47,0,0,2,1,1,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,0.6,0
1257,1,27.0,R,0,0,27,0,0,248,0,0,6,1,1,0,1,0,Weekly,0,0,0,0,na,0,0,0.8,1
1258,1,25.0,R,16,3,112,16,0,185,0,0,22,1,0,1,0,0,Bi-Weekly,0,1,0,0,Aries,0,0,1.3,1
1259,1,47.0,O,0,0,0,0,1,178,0,0,39,1,1,1,0,0,Bi-Weekly,0,0,0,0,Virgo,0,0,1.2,1
1262,1,31.0,R,50,4,90,49,0,238,0,0,8,1,1,0,1,2,Weekly,0,0,0,0,Libra,0,0,1.37,1
1263,1,22.0,R,2,1,68,1,0,110,0,0,7,1,1,1,0,0,Weekly,0,0,0,0,Aquarius,0,0,0.73,0
1266,1,27.0,na,2,1,127,2,0,265,0,0,24,1,1,1,0,0,Weekly,0,0,0,0,Taurus,0,0,2.07,1
1284,1,40.0,R,0,0,0,0,2,234,0,0,67,1,1,1,0,2,Weekly,0,0,0,0,Libra,0,1,2.17,0
1289,1,44.0,na,0,0,0,0,0,128,0,0,8,1,0,0,1,0,Semi-Monthly,0,0,0,0,Gemini,0,0,1.23,0
1293,1,31.0,O,9,2,1,9,0,160,0,0,0,1,1,0,1,0,Monthly,0,0,0,0,Leo,0,0,1.77,0
1303,1,43.0,O,54,4,56,54,0,262,0,0,22,1,1,0,1,0,Semi-Monthly,0,0,0,0,Sagittarius,0,0,0.97,1
1311,1,25.0,R,55,11,62,55,0,301,0,0,81,1,1,1,0,0,Bi-Weekly,0,0,0,0,Virgo,0,0,1.63,1
1314,1,30.0,R,1,0,2,1,0,14,2,0,4,1,0,0,1,0,Semi-Monthly,0,0,1,0,Leo,0,0,0.43,0
1321,1,26.0,R,0,0,0,0,0,216,0,0,8,1,1,0,1,0,Weekly,0,0,0,0,Sagittarius,0,0,2.17,0
1326,1,26.0,R,0,0,0,0,0,106,0,0,4,1,0,0,1,2,Bi-Weekly,0,0,0,0,Aries,0,0,1.3,1
1330,1,44.0,R,10,0,2,10,0,259,0,0,18,1,1,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,2.2,0
1334,1,36.0,R,1,0,42,1,0,92,0,0,17,1,1,1,0,2,Weekly,0,0,0,0,Leo,0,0,0.4,1
1337,1,29.0,na,0,0,5,0,0,93,0,0,2,1,1,0,1,0,Monthly,0,0,0,0,Cancer,1,0,0.87,1
1340,1,35.0,R,0,0,13,0,0,103,0,0,3,1,0,1,0,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,0.5,1
1343,1,32.0,R,0,0,0,0,0,225,0,0,23,1,1,0,1,0,Bi-Weekly,0,0,1,0,Aries,0,0,2.17,1
1344,1,19.0,R,3,2,37,3,0,93,0,0,8,1,0,1,0,0,Bi-Weekly,0,0,0,0,Leo,0,0,0.67,1
1354,1,35.0,na,0,0,0,0,0,210,0,0,3,1,1,0,1,0,Monthly,0,0,0,0,na,0,0,1.97,0
1357,1,22.0,na,0,0,0,0,0,23,0,0,0,1,0,0,1,0,Weekly,0,0,0,0,Libra,0,0,0.5700000000000001,0
1360,1,29.0,R,16,0,128,16,0,260,0,0,17,1,1,1,0,0,Bi-Weekly,0,0,0,0,Cancer,0,0,1.4,1
1361,1,34.0,R,1,1,49,1,0,172,0,0,18,1,1,0,1,0,Bi-Weekly,0,0,0,0,na,0,0,1.1,1
1362,1,56.0,R,0,0,11,0,0,237,0,0,10,1,0,0,1,0,na,0,0,0,0,Cancer,1,0,1.9,1
1365,1,36.0,O,10,0,207,10,0,224,0,0,6,1,1,1,0,0,na,0,0,0,0,Virgo,0,0,1.8,1
1366,1,42.0,R,0,0,3,0,0,51,0,0,3,1,0,1,0,0,Weekly,0,0,0,0,Capricorn,0,0,0.0,1
1367,1,33.0,na,0,0,5,0,0,35,0,0,2,1,0,1,0,0,Semi-Monthly,0,0,0,0,Virgo,0,0,0.67,0
1371,1,33.0,R,0,0,0,0,1,203,1,0,10,1,1,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,1.9,0
1372,1,35.0,O,2,2,79,2,0,196,0,0,15,1,1,0,1,0,Semi-Monthly,0,0,0,0,Aquarius,0,0,1.5,1
1381,1,34.0,O,0,0,86,0,0,163,0,0,8,1,1,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,1.13,0
1386,1,39.0,na,1,0,56,1,0,119,0,0,5,1,1,1,0,2,Bi-Weekly,0,0,0,0,Scorpio,1,0,0.97,0
1388,1,29.0,na,0,0,0,0,0,56,0,0,1,1,0,1,0,0,Monthly,0,0,0,0,Sagittarius,0,0,0.73,0
1400,1,30.0,R,3,0,146,3,0,204,0,0,34,1,1,0,1,0,Bi-Weekly,0,0,0,0,Capricorn,1,0,1.33,1
1411,1,22.0,na,0,0,0,0,0,59,0,0,5,1,1,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,0.47,0
1415,1,30.0,na,0,0,0,0,0,186,0,0,5,1,1,1,0,2,Bi-Weekly,0,0,0,0,Libra,0,0,1.73,1
1422,1,25.0,R,2,1,25,2,0,63,0,0,6,1,1,1,1,2,Weekly,0,0,0,0,Pisces,0,0,0.53,1
1425,1,44.0,R,0,0,0,0,0,103,0,0,14,1,1,0,1,2,na,0,0,0,0,Taurus,0,0,1.28,0
1429,1,36.0,R,41,4,104,41,0,270,0,0,42,1,1,1,0,0,Bi-Weekly,0,0,0,0,Cancer,0,0,1.4,1
1433,1,24.0,na,0,0,3,0,0,0,0,0,0,1,1,0,1,0,Weekly,0,0,0,0,Sagittarius,0,0,0.0,0
1437,1,23.0,na,0,0,7,0,0,26,0,0,5,1,1,0,1,3,Bi-Weekly,0,0,0,0,Leo,0,0,0.4,1
1444,1,20.0,R,31,0,35,31,0,255,0,0,17,1,1,0,1,0,Weekly,0,0,0,0,Libra,0,0,1.5,1
1445,1,19.0,R,10,3,22,10,0,110,0,0,26,1,0,0,1,2,Bi-Weekly,0,0,0,0,Sagittarius,1,0,0.5700000000000001,1
1449,1,22.0,na,0,0,4,0,0,5,0,0,0,1,0,0,1,0,na,0,0,0,0,Sagittarius,0,0,0.03,0
1452,1,37.0,na,0,0,21,0,0,57,0,0,0,1,0,0,1,2,Monthly,0,0,0,0,Gemini,0,0,0.5700000000000001,0
1458,1,31.0,na,0,0,20,0,0,54,0,0,7,1,1,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,0.5700000000000001,0
1459,1,25.0,na,0,0,22,0,0,41,0,0,0,1,1,1,0,0,Monthly,0,0,0,0,Taurus,0,0,0.63,0
1463,1,25.0,O,7,0,25,7,1,312,0,0,42,1,1,1,0,0,Monthly,0,0,0,0,Aquarius,0,0,1.73,1
1465,1,21.0,R,0,0,0,0,1,175,1,2,17,1,0,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,2.07,1
1469,1,54.0,R,0,0,0,0,4,105,1,0,20,1,1,1,0,0,Bi-Weekly,0,0,0,0,Leo,0,0,1.4300000000000002,0
1472,1,47.0,R,0,0,0,0,0,75,0,0,20,1,1,1,0,0,na,0,0,0,0,Aries,1,0,1.03,0
1478,1,42.0,R,0,0,0,0,0,68,0,0,9,1,1,0,1,0,Monthly,0,0,0,0,Pisces,0,0,1.27,0
1487,1,27.0,R,6,0,102,5,0,198,0,0,9,1,0,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,1.53,0
1488,1,36.0,na,0,0,2,0,1,12,0,0,1,1,0,1,0,0,Weekly,0,0,0,0,Virgo,0,0,0.16999999999999998,0
1491,1,23.0,R,0,0,0,0,1,159,1,0,14,1,1,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,2.07,0
1498,1,34.0,na,0,0,7,0,0,5,0,0,0,1,1,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,0.1,0
1499,1,33.0,R,2,0,2,1,0,299,2,0,56,1,1,1,1,3,Weekly,0,0,1,0,Gemini,0,0,2.1,1
1504,1,25.0,R,1,1,29,1,0,77,0,0,6,1,0,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,0.67,1
1505,1,42.0,na,3,5,67,3,0,120,0,0,7,1,1,0,1,0,Weekly,0,0,0,0,Gemini,1,0,1.0699999999999998,1
1507,1,34.0,na,0,0,0,0,0,98,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,1.4300000000000002,0
1508,1,42.0,na,0,0,0,0,0,5,0,0,0,1,0,0,1,2,Bi-Weekly,0,0,0,0,Pisces,0,0,0.1,0
1513,1,33.0,R,0,0,0,0,0,42,0,0,4,1,1,1,0,2,Bi-Weekly,0,1,0,0,Scorpio,1,1,1.85,0
1515,1,35.0,na,1,0,93,1,0,179,0,0,9,1,1,1,0,0,Weekly,0,0,0,0,Gemini,1,0,1.5,0
1520,1,23.0,R,0,0,0,0,0,64,0,0,7,1,1,1,0,0,Weekly,0,0,0,0,Cancer,0,0,1.33,0
1521,1,26.0,na,0,0,0,0,1,29,0,0,1,1,0,1,0,0,na,0,0,0,0,Sagittarius,0,0,0.8,0
1525,1,23.0,na,0,0,0,0,0,147,0,0,6,1,0,1,0,0,Weekly,0,0,0,0,Aquarius,1,0,1.23,1
1534,1,22.0,R,1,0,13,1,0,86,0,0,4,1,0,1,0,2,Bi-Weekly,0,0,0,0,Aries,0,0,0.97,1
1535,1,32.0,R,42,5,50,40,0,129,0,0,19,1,1,0,1,3,Bi-Weekly,0,0,0,0,Aquarius,1,0,1.2,1
1537,1,33.0,na,11,1,0,11,0,181,0,0,12,1,1,1,0,2,Monthly,0,0,0,0,Sagittarius,0,0,1.77,0
1539,1,22.0,na,0,0,0,0,1,79,1,0,15,1,1,1,0,2,Weekly,0,0,0,0,Leo,0,0,1.33,0
1547,1,40.0,R,0,0,70,0,0,136,0,0,9,1,1,1,0,2,na,0,0,0,0,Leo,0,0,0.7,1
1548,1,21.0,na,0,0,0,0,0,147,1,0,35,1,1,0,1,0,Weekly,0,0,0,0,Leo,0,0,1.63,1
1556,1,29.0,na,0,0,0,0,0,164,0,0,3,1,0,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,1.93,0
1563,1,44.0,na,0,0,0,0,0,26,0,0,1,1,1,1,0,2,Bi-Weekly,0,0,0,0,Gemini,0,0,0.5,0
1564,1,19.0,na,2,0,0,2,1,107,0,0,14,1,1,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,1.1,1
1568,1,30.0,O,1,0,58,1,0,50,0,0,11,1,1,1,0,0,Weekly,0,0,0,0,na,0,0,0.33,0
1569,1,23.0,R,1,0,4,1,0,69,0,0,7,1,1,0,1,0,Weekly,0,0,0,0,Cancer,0,0,0.67,0
1571,1,28.0,R,4,0,0,4,0,36,0,0,10,1,1,1,0,0,Bi-Weekly,0,0,0,0,Pisces,1,0,0.4,1
