"","Rk","Year","Tm","Lg","G","W","L","Ties","W.L.","pythW.L.","Finish","GB","Playoffs","R","RA","Attendance","BatAge","PAge","X.Bat","X.P","Top.Player","Managers","current"
"125",106,1911,"Boston Rustlers","NL",156,44,107,5,0.291,0.333,"8th of 8","54.0","",699,1021,"116,000",27.8,27.5,43,18,"B.Herzog (2.5)","F.Tenney (44-107)","Atlanta Braves"
"126",107,1910,"Boston Doves","NL",157,53,100,4,0.346,0.346,"8th of 8","50.5","",495,701,"149,027",26.5,26.8,35,12,"B.Brown (3.9)","F.Lake (53-100)","Atlanta Braves"
"127",108,1909,"Boston Doves","NL",155,45,108,2,0.294,0.305,"8th of 8","65.5","",435,683,"195,188",27,25.9,38,15,"C.Curtis (3.5)","F.Bowerman (22-54) and H.Smith (23-54)","Atlanta Braves"
"128",109,1908,"Boston Doves","NL",156,63,91,2,0.409,0.433,"6th of 8","36.0","",537,622,"253,750",30.8,28.3,30,13,"B.Dahlen (5.2)","J.Kelley (63-91)","Atlanta Braves"
"129",110,1907,"Boston Doves","NL",152,58,90,4,0.392,0.383,"7th of 8","47.0","",502,652,"203,221",28.4,28.2,29,10,"D.Brain (4.9)","F.Tenney (58-90)","Atlanta Braves"
"130",111,1906,"Boston Beaneaters","NL",152,49,102,1,0.325,0.3,"8th of 8","66.5","",408,649,"143,280",27.5,26.9,24,9,"V.Lindaman (3.3)","F.Tenney (49-102)","Atlanta Braves"
"131",112,1905,"Boston Beaneaters","NL",156,51,103,2,0.331,0.306,"7th of 8","54.5","",468,733,"150,003",28.5,28.7,23,10,"I.Young (8.0)","F.Tenney (51-103)","Atlanta Braves"
"132",113,1904,"Boston Beaneaters","NL",155,55,98,2,0.359,0.316,"7th of 8","51.0","",491,749,"140,694",27.6,27.6,24,8,"T.Pittinger (3.8)","A.Buckenberger (55-98)","Atlanta Braves"
"133",114,1903,"Boston Beaneaters","NL",140,58,80,2,0.42,0.414,"6th of 8","32.0","",578,699,"143,155",27.6,29.1,17,7,"V.Willis (5.9)","A.Buckenberger (58-80)","Atlanta Braves"
"134",115,1902,"Boston Beaneaters","NL",142,73,64,5,0.533,0.547,"3rd of 8","29.0","",572,516,"116,960",28.7,27,21,10,"V.Willis (8.1)","A.Buckenberger (73-64)","Atlanta Braves"
"135",116,1901,"Boston Beaneaters","NL",140,69,69,2,0.5,0.479,"5th of 8","20.5","",531,556,"146,502",29.6,27.4,25,5,"V.Willis (8.7)","F.Selee (69-69)","Atlanta Braves"
"136",117,1900,"Boston Beaneaters","NL",142,66,72,4,0.478,0.524,"4th of 8","17.0","",778,739,"202,000",29.7,26.5,21,8,"B.Dinneen (6.8)","F.Selee (66-72)","Atlanta Braves"
"137",118,1899,"Boston Beaneaters","NL",153,95,57,1,0.625,0.628,"2nd of 12","8.0","",858,645,"200,384",29.4,26.3,27,12,"V.Willis (10.1)","F.Selee (95-57)","Atlanta Braves"
"138",119,1898,"Boston Beaneaters","NL",152,102,47,3,0.685,0.655,"1st of 12","--","",872,614,"229,275",28.5,25.6,22,7,"K.Nichols (11.1)","F.Selee (102-47)","Atlanta Braves"
"139",120,1897,"Boston Beaneaters","NL",135,93,39,3,0.705,0.688,"1st of 12","--","",1025,665,"334,800",28.1,26.4,20,7,"K.Nichols (11.2)","F.Selee (93-39)","Atlanta Braves"
"140",121,1896,"Boston Beaneaters","NL",132,74,57,1,0.565,0.558,"4th of 12","17.0","",865,761,"240,000",28.1,26.8,22,8,"K.Nichols (6.8)","F.Selee (74-57)","Atlanta Braves"
"141",122,1895,"Boston Beaneaters","NL",132,71,60,1,0.542,0.543,"6th of 12","16.5","",911,829,"242,000",28.2,25.2,22,9,"K.Nichols (9.7)","F.Selee (71-60)","Atlanta Braves"
"142",123,1894,"Boston Beaneaters","NL",133,83,49,1,0.629,0.589,"3rd of 12","8.0","",1220,1002,"152,800",27.5,25.7,22,12,"K.Nichols (8.2)","F.Selee (83-49)","Atlanta Braves"
"143",124,1893,"Boston Beaneaters","NL",131,86,43,2,0.667,0.607,"1st of 12","--","",1008,795,"193,300",28.3,24.9,18,7,"K.Nichols (11.5)","F.Selee (86-43)","Atlanta Braves"
"144",125,1892,"Boston Beaneaters","NL",152,102,48,2,0.68,0.627,"1st of 12","--","Won Series (5-0-1)",862,649,"146,421",27.6,24.2,19,7,"K.Nichols (9.2)","F.Selee (102-48)","Atlanta Braves"
"145",126,1891,"Boston Beaneaters","NL",140,87,51,2,0.63,0.614,"1st of 8","--","",847,658,"184,472",27.2,25.1,22,10,"J.Clarkson (9.8)","F.Selee (87-51)","Atlanta Braves"
"146",127,1890,"Boston Beaneaters","NL",134,76,57,1,0.571,0.613,"5th of 8","12.0","",763,593,"147,539",27.1,24.4,19,6,"K.Nichols (13.2)","F.Selee (76-57)","Atlanta Braves"
"147",128,1889,"Boston Beaneaters","NL",133,83,45,5,0.648,0.624,"2nd of 8","1.0","",826,626,"",28.9,27.3,17,6,"J.Clarkson (16.1)","J.Hart (83-45)","Atlanta Braves"
"148",129,1888,"Boston Beaneaters","NL",137,70,64,3,0.522,0.535,"4th of 8","15.5","",669,619,"",27.7,25.5,24,5,"B.Nash (5.3)","J.Morrill (70-64)","Atlanta Braves"
"149",130,1887,"Boston Beaneaters","NL",127,61,60,6,0.504,0.524,"5th of 8","16.5","",834,792,"",27.7,24.9,16,5,"S.Wise (4.7)","K.Kelly (49-43) and J.Morrill (12-17)","Atlanta Braves"
"150",131,1886,"Boston Beaneaters","NL",118,56,61,1,0.479,0.497,"5th of 8","30.5","",657,661,"",27.8,26.5,17,5,"O.Radbourn (4.8)","J.Morrill (56-61)","Atlanta Braves"
"151",132,1885,"Boston Beaneaters","NL",113,46,66,1,0.411,0.45,"5th of 8","41.0","",528,589,"",27,25.5,23,4,"C.Buffinton (6.0)","J.Morrill (46-66)","Atlanta Braves"
"152",133,1884,"Boston Beaneaters","NL",116,73,38,5,0.658,0.667,"2nd of 8","10.5","",684,468,"",27,24.1,17,5,"C.Buffinton (16.2)","J.Morrill (73-38)","Atlanta Braves"
"153",134,1883,"Boston Beaneaters","NL",98,63,35,0,0.643,0.669,"1st of 8","--","",669,456,"",25.9,23.8,12,3,"J.Whitney (13.2)","J.Burdock (30-24) and J.Morrill (33-11)","Atlanta Braves"
"154",135,1882,"Boston Red Stockings","NL",85,45,39,1,0.536,0.56,"3rd of 8","10.0","",472,414,"",26.3,26.1,12,4,"J.Whitney (8.1)","J.Morrill (45-39)","Atlanta Braves"
"155",136,1881,"Boston Red Stockings","NL",83,38,45,0,0.458,0.424,"6th of 8","17.5","",347,410,"",26.3,23.1,17,5,"J.Whitney (8.7)","H.Wright (38-45)","Atlanta Braves"
"156",137,1880,"Boston Red Stockings","NL",86,40,44,2,0.476,0.458,"6th of 8","27.0","",416,456,"",26.6,24,18,4,"J.O'Rourke (2.8)","H.Wright (40-44)","Atlanta Braves"
"157",138,1879,"Boston Red Stockings","NL",84,54,30,0,0.643,0.706,"2nd of 8","5.0","",562,348,"",25.6,23,13,4,"T.Bond (14.4)","H.Wright (54-30)","Atlanta Braves"
"158",139,1878,"Boston Red Stockings","NL",60,41,19,0,0.683,0.596,"1st of 6","--","",298,241,"",26.4,22,10,2,"T.Bond (13.3)","H.Wright (41-19)","Atlanta Braves"
"159",140,1877,"Boston Red Stockings","NL",61,42,18,1,0.7,0.701,"1st of 6","--","",419,263,"",26.1,21,12,2,"T.Bond (11.3)","H.Wright (42-18)","Atlanta Braves"
"160",141,1876,"Boston Red Stockings","NL",70,39,31,0,0.557,0.521,"4th of 8","15.0","",471,450,"",24.7,21.9,17,6,"G.Wright (3.1)","H.Wright (39-31)","Atlanta Braves"
"161",1,2016,"Baltimore Orioles","AL East",162,89,73,0,0.549,0.518,"2nd of 5","4.0","Lost ALWC (1-0)",744,715,"2,172,344",28.4,27.9,40,27,"M.Machado (6.7)","B.Showalter (89-73)","Baltimore Orioles"
"162",2,2015,"Baltimore Orioles","AL East",162,81,81,0,0.5,0.513,"3rd of 5","12.0","",713,693,"2,281,202",27.9,28.3,48,22,"M.Machado (7.1)","B.Showalter (81-81)","Baltimore Orioles"
"163",3,2014,"Baltimore Orioles","AL East",162,96,66,0,0.593,0.578,"1st of 5","--","Lost ALCS (4-0)",705,593,"2,464,473",28.3,27.7,44,20,"S.Pearce (5.9)","B.Showalter (96-66)","Baltimore Orioles"
"164",4,2013,"Baltimore Orioles","AL East",162,85,77,0,0.525,0.523,"3rd of 5","12.0","",745,709,"2,357,561",27.8,27.9,52,26,"M.Machado (6.7)","B.Showalter (85-77)","Baltimore Orioles"
"165",5,2012,"Baltimore Orioles","AL East",162,93,69,0,0.574,0.505,"2nd of 5","2.0","Lost LDS (3-2)",712,705,"2,102,240",28,27.6,52,26,"A.Jones (3.8)","B.Showalter (93-69)","Baltimore Orioles"
"166",6,2011,"Baltimore Orioles","AL East",162,69,93,0,0.426,0.412,"5th of 5","28.0","",708,860,"1,755,461",28.3,28.2,50,27,"M.Wieters (4.9)","B.Showalter (69-93)","Baltimore Orioles"
"167",7,2010,"Baltimore Orioles","AL East",162,66,96,0,0.407,0.389,"5th of 5","30.0","",613,785,"1,733,019",28.7,28.4,45,23,"J.Guthrie (4.7)","D.Trembley (15-39), J.Samuel (17-34) and B.Showalter (34-23)","Baltimore Orioles"
"168",8,2009,"Baltimore Orioles","AL East",162,64,98,0,0.395,0.424,"5th of 5","39.0","",741,876,"1,907,163",28.7,28.1,48,27,"B.Bergesen (3.3)","D.Trembley (64-98)","Baltimore Orioles"
"169",9,2008,"Baltimore Orioles","AL East",161,68,93,0,0.422,0.452,"5th of 5","28.5","",782,869,"1,950,075",30,27.9,46,26,"N.Markakis (7.4)","D.Trembley (68-93)","Baltimore Orioles"
"170",10,2007,"Baltimore Orioles","AL East",162,69,93,0,0.426,0.437,"4th of 5","27.0","",756,868,"2,164,822",30.4,29,49,27,"E.Bedard (5.8)","S.Perlozzo (29-40) and D.Trembley (40-53)","Baltimore Orioles"
"171",11,2006,"Baltimore Orioles","AL East",162,70,92,0,0.432,0.428,"4th of 5","27.0","",768,899,"2,153,139",30.3,27.9,46,24,"M.Tejada (4.5)","S.Perlozzo (70-92)","Baltimore Orioles"
"172",12,2005,"Baltimore Orioles","AL East",162,74,88,0,0.457,0.458,"4th of 5","21.0","",729,800,"2,624,740",31.3,28.3,46,20,"B.Roberts (7.2)","L.Mazzilli (51-56) and S.Perlozzo (23-32)","Baltimore Orioles"
"173",13,2004,"Baltimore Orioles","AL East",162,78,84,0,0.481,0.507,"3rd of 5","23.0","",842,830,"2,744,018",30.4,27.4,47,22,"M.Tejada (7.3)","L.Mazzilli (78-84)","Baltimore Orioles"
"174",14,2003,"Baltimore Orioles","AL East",163,71,91,1,0.438,0.455,"4th of 5","30.0","",743,820,"2,454,523",29.3,29.2,42,20,"M.Mora (4.7)","M.Hargrove (71-91)","Baltimore Orioles"
"175",15,2002,"Baltimore Orioles","AL East",162,67,95,0,0.414,0.433,"4th of 5","36.5","",667,773,"2,682,439",29.2,27.8,46,20,"M.Mora (4.7)","M.Hargrove (67-95)","Baltimore Orioles"
"176",16,2001,"Baltimore Orioles","AL East",162,63,98,1,0.391,0.415,"4th of 5","32.5","",687,829,"3,094,841",30.1,27.6,46,22,"J.Conine (2.9)","M.Hargrove (63-98)","Baltimore Orioles"
"177",17,2000,"Baltimore Orioles","AL East",162,74,88,0,0.457,0.436,"4th of 5","13.5","",794,913,"3,297,031",32,29.1,50,22,"M.Mussina (5.6)","M.Hargrove (74-88)","Baltimore Orioles"
"178",18,1999,"Baltimore Orioles","AL East",162,78,84,0,0.481,0.52,"4th of 5","20.0","",851,815,"3,433,150",32.5,30.1,43,21,"B.Anderson (5.9)","R.Miller (78-84)","Baltimore Orioles"
"179",19,1998,"Baltimore Orioles","AL East",162,79,83,0,0.488,0.518,"4th of 5","35.0","",817,785,"3,684,650",33.1,30.5,48,22,"R.Palmeiro (6.2)","R.Miller (79-83)","Baltimore Orioles"
"180",20,1997,"Baltimore Orioles","AL East",162,98,64,0,0.605,0.58,"1st of 5","--","Lost ALCS (4-2)",812,681,"3,711,132",31.6,30.7,39,17,"M.Mussina (5.6)","D.Johnson (98-64)","Baltimore Orioles"
"181",21,1996,"Baltimore Orioles","AL East",163,88,74,1,0.543,0.523,"2nd of 5","4.0","Lost ALCS (4-1)",949,903,"3,646,950",31.1,28.9,45,23,"B.Anderson (6.9)","D.Johnson (88-74)","Baltimore Orioles"
"182",22,1995,"Baltimore Orioles","AL East",144,71,73,0,0.493,0.543,"3rd of 5","15.0","",704,640,"3,098,475",30.1,29.3,46,23,"M.Mussina (6.1)","P.Regan (71-73)","Baltimore Orioles"
"183",23,1994,"Baltimore Orioles","AL East",112,63,49,0,0.563,0.577,"2nd of 5","6.5","",589,497,"2,535,359",30.2,29.1,32,15,"M.Mussina (5.4)","J.Oates (63-49)","Baltimore Orioles"
"184",24,1993,"Baltimore Orioles","AL East",162,85,77,0,0.525,0.524,"3rd of 7","10.0","",786,745,"3,644,965",29.4,28.4,41,18,"C.Hoiles (6.8)","J.Oates (85-77)","Baltimore Orioles"
"185",25,1992,"Baltimore Orioles","AL East",162,89,73,0,0.549,0.533,"3rd of 7","7.0","",705,656,"3,567,819",28.5,27.9,38,16,"M.Mussina (8.2)","J.Oates (89-73)","Baltimore Orioles"
"186",26,1991,"Baltimore Orioles","AL East",162,67,95,0,0.414,0.432,"6th of 7","24.0","",686,796,"2,552,753",28.3,27.4,42,20,"C.Ripken (11.5)","F.Robinson (13-24) and J.Oates (54-71)","Baltimore Orioles"
"187",27,1990,"Baltimore Orioles","AL East",161,76,85,0,0.472,0.481,"5th of 7","11.5","",669,698,"2,415,189",27.3,26.2,47,21,"C.Ripken (7.5)","F.Robinson (76-85)","Baltimore Orioles"
"188",28,1989,"Baltimore Orioles","AL East",162,87,75,0,0.537,0.514,"2nd of 7","2.0","",708,686,"2,535,208",27.1,26.9,40,17,"C.Ripken (6.6)","F.Robinson (87-75)","Baltimore Orioles"
"189",29,1988,"Baltimore Orioles","AL East",161,54,107,0,0.335,0.341,"7th of 7","34.5","",550,789,"1,660,738",27.7,27.3,43,21,"C.Ripken (5.7)","C.Ripken (0-6) and F.Robinson (54-101)","Baltimore Orioles"
"190",30,1987,"Baltimore Orioles","AL East",162,67,95,0,0.414,0.415,"6th of 7","31.0","",729,880,"1,835,692",30.1,27.7,41,18,"E.Murray (3.8)","C.Ripken (67-95)","Baltimore Orioles"
"191",31,1986,"Baltimore Orioles","AL East",162,73,89,0,0.451,0.468,"7th of 7","22.5","",708,760,"1,973,176",29.8,28.8,41,17,"C.Ripken (6.6)","E.Weaver (73-89)","Baltimore Orioles"
"192",32,1985,"Baltimore Orioles","AL East",161,83,78,0,0.516,0.531,"4th of 7","16.0","",818,764,"2,132,387",29.6,28.9,38,15,"E.Murray (5.6)","J.Altobelli (29-26), C.Ripken (1-0) and E.Weaver (53-52)","Baltimore Orioles"
"193",33,1984,"Baltimore Orioles","AL East",162,85,77,0,0.525,0.51,"5th of 7","19.0","",681,667,"2,045,784",29.9,28.6,37,15,"C.Ripken (10.0)","J.Altobelli (85-77)","Baltimore Orioles"
"194",34,1983,"Baltimore Orioles","AL East",162,98,64,0,0.605,0.592,"1st of 7","--","Won WS (4-1)",799,652,"2,042,071",29.7,28.2,37,14,"C.Ripken (8.2)","J.Altobelli (98-64)","Baltimore Orioles"
"195",35,1982,"Baltimore Orioles","AL East",163,94,68,1,0.58,0.554,"2nd of 7","1.0","",774,687,"1,613,031",29.6,29.5,34,13,"E.Murray (5.2)","E.Weaver (94-68)","Baltimore Orioles"
"196",36,1981,"Baltimore Orioles","AL East",105,59,46,0,0.562,0.492,"2nd of 7","1.0","",429,437,"1,024,247",30.2,29.3,34,12,"E.Murray (3.7)","E.Weaver (59-46)","Baltimore Orioles"
"197",37,1980,"Baltimore Orioles","AL East",162,100,62,0,0.617,0.603,"2nd of 7","3.0","",805,640,"1,797,438",29.7,28.8,34,12,"A.Bumbry (6.1)","E.Weaver (100-62)","Baltimore Orioles"
"198",38,1979,"Baltimore Orioles","AL East",159,102,57,0,0.642,0.618,"1st of 7","--","Lost WS (4-3)",757,582,"1,681,009",28.8,27.5,34,12,"K.Singleton (5.2)","E.Weaver (102-57)","Baltimore Orioles"
"199",39,1978,"Baltimore Orioles","AL East",161,90,71,0,0.559,0.518,"4th of 7","9.0","",659,633,"1,051,724",28,26.8,33,15,"D.DeCinces (6.8)","E.Weaver (90-71)","Baltimore Orioles"
"200",40,1977,"Baltimore Orioles","AL East",161,97,64,0,0.602,0.544,"2nd of 7","2.5","",719,653,"1,195,769",27.8,27.9,38,16,"J.Palmer (7.6)","E.Weaver (97-64)","Baltimore Orioles"
"201",41,1976,"Baltimore Orioles","AL East",162,88,74,0,0.543,0.516,"2nd of 6","10.5","",619,598,"1,058,609",29.4,28.8,37,15,"J.Palmer (6.6)","E.Weaver (88-74)","Baltimore Orioles"
"202",42,1975,"Baltimore Orioles","AL East",159,90,69,0,0.566,0.595,"2nd of 6","4.5","",682,553,"1,002,157",30.3,29.1,34,13,"J.Palmer (8.5)","E.Weaver (90-69)","Baltimore Orioles"
"203",43,1974,"Baltimore Orioles","AL East",162,91,71,0,0.562,0.534,"1st of 6","--","Lost ALCS (3-1)",659,612,"962,572",28.9,28.7,32,11,"B.Grich (7.3)","E.Weaver (91-71)","Baltimore Orioles"
"204",44,1973,"Baltimore Orioles","AL East",162,97,65,0,0.599,0.632,"1st of 6","--","Lost ALCS (3-2)",754,561,"958,667",28.3,28.8,33,12,"B.Grich (8.3)","E.Weaver (97-65)","Baltimore Orioles"
"205",45,1972,"Baltimore Orioles","AL East",154,80,74,0,0.519,0.585,"3rd of 6","5.0","",519,430,"899,950",28.8,28.8,32,11,"J.Palmer (6.2)","E.Weaver (80-74)","Baltimore Orioles"
"206",46,1971,"Baltimore Orioles","AL East",158,101,57,0,0.639,0.649,"1st of 6","--","Lost WS (4-3)",742,530,"1,023,037",29.9,29.5,31,13,"B.Robinson (6.0)","E.Weaver (101-57)","Baltimore Orioles"
"207",47,1970,"Baltimore Orioles","AL East",162,108,54,0,0.667,0.643,"1st of 6","--","Won WS (4-1)",792,574,"1,057,069",28.8,28.5,32,12,"J.Palmer (6.5)","E.Weaver (108-54)","Baltimore Orioles"
"208",48,1969,"Baltimore Orioles","AL East",162,109,53,0,0.673,0.679,"1st of 6","--","Lost WS (4-1)",779,517,"1,062,069",28.2,27.7,30,14,"F.Robinson (7.5)","E.Weaver (109-53)","Baltimore Orioles"
"209",49,1968,"Baltimore Orioles","AL",162,91,71,0,0.562,0.569,"2nd of 10","12.0","",579,497,"943,977",26.9,25.9,33,15,"B.Robinson (8.4)","H.Bauer (43-37) and E.Weaver (48-34)","Baltimore Orioles"
"210",50,1967,"Baltimore Orioles","AL",161,76,85,0,0.472,0.545,"6th of 10","15.5","",654,592,"955,053",26.9,26,41,21,"B.Robinson (7.7)","H.Bauer (76-85)","Baltimore Orioles"
"211",51,1966,"Baltimore Orioles","AL",160,97,63,0,0.606,0.603,"1st of 10","--","Won WS (4-0)",755,601,"1,203,366",27,25.7,34,15,"F.Robinson (7.7)","H.Bauer (97-63)","Baltimore Orioles"
"212",52,1965,"Baltimore Orioles","AL",162,94,68,0,0.58,0.547,"3rd of 10","8.0","",641,578,"781,649",27.4,27.4,34,16,"B.Robinson (4.5)","H.Bauer (94-68)","Baltimore Orioles"
"213",53,1964,"Baltimore Orioles","AL",163,97,65,1,0.599,0.582,"3rd of 10","2.0","",679,567,"1,116,215",27.9,27.9,37,16,"B.Robinson (8.1)","H.Bauer (97-65)","Baltimore Orioles"
"214",54,1963,"Baltimore Orioles","AL",162,86,76,0,0.531,0.517,"4th of 10","18.5","",644,621,"774,343",27.4,28,34,17,"S.Barber (3.8)","B.Hitchcock (86-76)","Baltimore Orioles"
"215",55,1962,"Baltimore Orioles","AL",162,77,85,0,0.475,0.481,"7th of 10","19.0","",652,680,"790,254",27.3,28,42,17,"B.Robinson (6.1)","B.Hitchcock (77-85)","Baltimore Orioles"
"216",56,1961,"Baltimore Orioles","AL",163,95,67,1,0.586,0.573,"3rd of 10","14.0","",691,588,"951,089",27.4,27,36,13,"J.Gentile (6.9)","P.Richards (78-57) and L.Harris (17-10)","Baltimore Orioles"
"217",57,1960,"Baltimore Orioles","AL",154,89,65,0,0.578,0.554,"2nd of 8","8.0","",682,606,"1,187,849",27.8,25.4,41,14,"B.Robinson (4.1)","P.Richards (89-65)","Baltimore Orioles"
"218",58,1959,"Baltimore Orioles","AL",155,74,80,1,0.481,0.446,"6th of 8","20.0","",551,621,"891,926",30.1,27.4,41,15,"H.Wilhelm (6.8)","P.Richards (74-80)","Baltimore Orioles"
"219",59,1958,"Baltimore Orioles","AL",154,74,79,1,0.484,0.455,"6th of 8","17.5","",521,575,"829,991",29.2,27.9,38,14,"J.Harshman (5.3)","P.Richards (74-79)","Baltimore Orioles"
"220",60,1957,"Baltimore Orioles","AL",154,76,76,2,0.5,0.507,"5th of 8","21.0","",597,588,"1,029,581",29.1,29.9,43,17,"B.Gardner (3.7)","P.Richards (76-76)","Baltimore Orioles"
"221",61,1956,"Baltimore Orioles","AL",154,69,85,0,0.448,0.405,"6th of 8","28.0","",571,705,"901,201",28.2,30,48,23,"B.Nieman (4.0)","P.Richards (69-85)","Baltimore Orioles"
"222",62,1955,"Baltimore Orioles","AL",156,57,97,2,0.37,0.352,"7th of 8","39.0","",540,754,"852,039",29.3,30.7,54,23,"J.Wilson (3.6)","P.Richards (57-97)","Baltimore Orioles"
"223",63,1954,"Baltimore Orioles","AL",154,54,100,0,0.351,0.356,"7th of 8","57.0","",483,668,"1,060,910",29.8,28.2,38,16,"C.Abrams (4.0)","J.Dykes (54-100)","Baltimore Orioles"
"224",64,1953,"St. Louis Browns","AL",154,54,100,0,0.351,0.35,"8th of 8","46.5","",555,778,"297,238",28.3,31,38,15,"D.Larsen (3.6)","M.Marion (54-100)","Baltimore Orioles"
"225",65,1952,"St. Louis Browns","AL",155,64,90,1,0.416,0.412,"7th of 8","31.0","",604,733,"518,796",27.6,31,48,19,"S.Paige (3.2)","R.Hornsby (22-29) and M.Marion (42-61)","Baltimore Orioles"
"226",66,1951,"St. Louis Browns","AL",154,52,102,0,0.338,0.338,"8th of 8","46.0","",611,882,"293,790",27,27.7,52,21,"N.Garver (6.8)","Z.Taylor (52-102)","Baltimore Orioles"
"227",67,1950,"St. Louis Browns","AL",154,58,96,0,0.377,0.369,"7th of 8","40.0","",684,916,"247,131",25.5,27,36,20,"N.Garver (8.2)","Z.Taylor (58-96)","Baltimore Orioles"
"228",68,1949,"St. Louis Browns","AL",155,53,101,1,0.344,0.36,"7th of 8","44.0","",667,913,"270,936",27.6,28.5,37,17,"N.Garver (4.5)","Z.Taylor (53-101)","Baltimore Orioles"
"229",69,1948,"St. Louis Browns","AL",155,59,94,2,0.386,0.394,"6th of 8","37.0","",671,849,"335,564",27.1,26.4,37,16,"N.Garver (5.3)","Z.Taylor (59-94)","Baltimore Orioles"
"230",70,1947,"St. Louis Browns","AL",154,59,95,0,0.383,0.376,"8th of 8","38.0","",564,744,"320,474",28.4,29.4,31,13,"V.Stephens (4.3)","M.Ruel (59-95)","Baltimore Orioles"
"231",71,1946,"St. Louis Browns","AL",156,66,88,2,0.429,0.439,"7th of 8","38.0","",621,710,"526,435",29.2,29.6,44,19,"J.Kramer (3.0)","L.Sewell (53-71) and Z.Taylor (13-17)","Baltimore Orioles"
"232",72,1945,"St. Louis Browns","AL",154,81,70,3,0.536,0.539,"3rd of 8","6.0","",597,548,"482,986",30.4,30.9,31,15,"N.Potter (7.8)","L.Sewell (81-70)","Baltimore Orioles"
"233",73,1944,"St. Louis Browns","AL",154,89,65,0,0.578,0.57,"1st of 8","--","Lost WS (4-2)",684,587,"508,644",29.8,30.6,33,12,"N.Potter (5.5)","L.Sewell (89-65)","Baltimore Orioles"
"234",74,1943,"St. Louis Browns","AL",153,72,80,1,0.474,0.494,"6th of 8","25.0","",596,604,"214,392",29.2,32.4,37,18,"N.Potter (3.9)","L.Sewell (72-80)","Baltimore Orioles"
"235",75,1942,"St. Louis Browns","AL",151,82,69,0,0.543,0.562,"3rd of 8","19.5","",730,637,"255,617",28.7,31.7,35,16,"W.Judnich (5.1)","L.Sewell (82-69)","Baltimore Orioles"
"236",76,1941,"St. Louis Browns","AL",157,70,84,3,0.455,0.467,"6th of 8","31.0","",765,823,"176,240",28.1,29.7,35,15,"B.Muncrief (4.8)","F.Haney (15-29) and L.Sewell (55-55)","Baltimore Orioles"
"237",77,1940,"St. Louis Browns","AL",156,67,87,2,0.435,0.431,"6th of 8","23.0","",757,882,"239,591",28.1,29.8,32,14,"E.Auker (4.7)","F.Haney (67-87)","Baltimore Orioles"
"238",78,1939,"St. Louis Browns","AL",156,43,111,2,0.279,0.347,"8th of 8","64.5","",733,1035,"109,159",27.4,28.4,45,22,"G.McQuinn (3.4)","F.Haney (43-111)","Baltimore Orioles"
"239",79,1938,"St. Louis Browns","AL",156,55,97,4,0.362,0.391,"7th of 8","44.0","",755,962,"130,417",27.9,29.7,36,18,"H.Clift (6.1)","G.Street (53-90) and S.Melillo (2-7)","Baltimore Orioles"
"240",80,1937,"St. Louis Browns","AL",156,46,108,2,0.299,0.342,"8th of 8","56.0","",715,1023,"123,121",28.4,30.3,40,21,"H.Clift (6.7)","R.Hornsby (25-52) and J.Bottomley (21-56)","Baltimore Orioles"
"241",81,1936,"St. Louis Browns","AL",155,57,95,3,0.375,0.375,"7th of 8","44.5","",804,1064,"93,267",29.4,30.5,28,14,"H.Clift (5.2)","R.Hornsby (57-95)","Baltimore Orioles"
"242",82,1935,"St. Louis Browns","AL",155,65,87,3,0.428,0.384,"7th of 8","28.5","",718,930,"80,922",28.1,28.2,34,13,"I.Andrews (5.8)","R.Hornsby (65-87)","Baltimore Orioles"
"243",83,1934,"St. Louis Browns","AL",154,67,85,2,0.441,0.422,"6th of 8","33.0","",674,800,"115,305",27.2,28.2,28,11,"B.Newsom (5.5)","R.Hornsby (67-85)","Baltimore Orioles"
"244",84,1933,"St. Louis Browns","AL",153,55,96,2,0.364,0.408,"8th of 8","43.5","",669,820,"88,113",27.8,28.5,27,11,"B.Hadley (6.8)","B.Killefer (34-57), A.Sothoron (2-6) and R.Hornsby (19-33)","Baltimore Orioles"
"245",85,1932,"St. Louis Browns","AL",154,63,91,0,0.409,0.41,"6th of 8","44.0","",736,898,"112,558",27.5,28.2,29,10,"L.Stewart (4.2)","B.Killefer (63-91)","Baltimore Orioles"
"246",86,1931,"St. Louis Browns","AL",154,63,91,0,0.409,0.415,"5th of 8","45.0","",721,870,"179,126",27.5,28.4,31,12,"G.Goslin (5.6)","B.Killefer (63-91)","Baltimore Orioles"
"247",87,1930,"St. Louis Browns","AL",154,64,90,0,0.416,0.425,"6th of 8","38.0","",751,886,"152,088",28.8,27.7,31,10,"L.Stewart (7.9)","B.Killefer (64-90)","Baltimore Orioles"
"248",88,1929,"St. Louis Browns","AL",154,79,73,2,0.52,0.513,"4th of 8","26.0","",733,713,"280,697",29.3,28.8,30,13,"S.Gray (6.2)","D.Howley (79-73)","Baltimore Orioles"
"249",89,1928,"St. Louis Browns","AL",154,82,72,0,0.532,0.518,"3rd of 8","19.0","",772,742,"339,497",28.5,27.1,31,11,"H.Manush (7.3)","D.Howley (82-72)","Baltimore Orioles"
"250",90,1927,"St. Louis Browns","AL",155,59,94,2,0.386,0.4,"7th of 8","50.5","",724,904,"247,879",31.4,29.3,30,14,"K.Williams (3.6)","D.Howley (59-94)","Baltimore Orioles"
