feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,target
0.001,50.746,-49.870,-0.001,0.001,80953.33,0.553
0.001,50.746,-49.870,-0.001,0.000,937.8,0.547
0.001,50.746,-49.870,-0.001,0.007,28683.92,0.542
0.001,50.746,-66.436,-0.000,-0.002,33016.1,0.537
0.000,44.450,-100.000,-0.007,-0.014,54276.79,0.532
0.000,50.997,-49.741,0.002,0.003,6375.74,0.526
-0.001,45.253,-100.000,-0.005,-0.004,25581.350000000002,0.521
-0.001,45.253,-100.000,-0.003,-0.003,10127.02,0.516
-0.002,40.073,-100.000,-0.009,-0.008,135307.35,0.511
-0.002,46.650,-66.782,0.001,0.007,14552.78,0.505
-0.003,41.719,-75.065,-0.006,-0.008,82867.27,0.500
-0.004,41.719,-75.065,-0.004,0.001,43219.689999999995,0.495
-0.005,37.163,-100.000,-0.009,-0.006,93513.76000000001,0.500
-0.005,43.775,-75.065,0.000,0.009,63302.42,0.489
-0.004,49.498,-50.130,0.007,0.006,145489.13,0.479
-0.005,44.608,-66.782,-0.002,0.004,122722.74,0.468
-0.003,54.368,-0.000,0.012,0.016,20407.57,0.457
-0.001,58.304,-0.000,0.014,0.023,35565.96,0.447
0.000,58.304,-0.000,0.009,0.009,16189.239999999998,0.436
0.001,53.002,-24.935,-0.000,-0.007,11422.239999999998,0.426
0.002,57.194,-0.000,0.006,0.008,37543.979999999996,0.415
0.002,52.182,-24.935,-0.002,-0.014,2683.1499999999996,0.404
0.001,47.639,-50.130,-0.008,-0.022,10921.0,0.394
0.002,52.127,-24.935,0.001,-0.008,41714.42,0.383
0.002,52.127,-24.935,0.001,0.001,63947.54000000001,0.372
0.002,52.127,-24.935,0.001,-0.006,38650.79,0.362
0.001,47.086,-66.782,-0.006,-0.004,1489.4,0.351
0.002,56.169,-0.000,0.009,0.017,28725.879999999997,0.340
0.003,56.169,-33.218,0.006,0.005,200159.33,0.330
0.003,56.169,-33.218,0.004,0.003,89523.0,0.319
0.003,50.756,-66.436,-0.004,-0.004,36063.8,0.309
0.003,55.386,-33.218,0.004,0.010,41007.740000000005,0.298
0.004,55.386,-33.218,0.003,-0.006,46363.6,0.287
0.004,55.386,-33.218,0.002,-0.004,1044.0,0.277
0.004,55.386,-33.218,0.001,-0.003,20817.360000000004,0.266
0.005,60.395,-0.000,0.007,0.011,54392.0,0.255
0.006,64.666,-19.958,0.011,0.007,158999.83000000002,0.245
0.006,57.937,-39.917,0.001,-0.002,121872.63,0.234
0.006,52.098,-75.000,-0.006,-0.007,155902.33000000002,0.223
0.006,56.788,-50.000,0.003,0.001,24581.0,0.213
0.006,56.788,-50.000,0.002,-0.005,28525.86,0.202
0.005,50.997,-75.000,-0.005,-0.016,236938.77999999997,0.191
0.004,50.997,-75.000,-0.003,-0.005,5.22,0.181
0.005,56.179,-66.667,0.004,0.010,36970.92,0.170
0.005,60.660,-33.333,0.009,0.007,10100.210000000001,0.160
0.006,60.660,-33.333,0.006,0.004,189625.39,0.149
0.007,64.830,-0.000,0.010,0.016,216853.5,0.138
0.008,64.830,-0.000,0.007,0.010,24376.0,0.128
0.009,64.830,-0.000,0.005,0.001,35280.71,0.117
0.009,64.830,-0.000,0.003,-0.006,22794.5,0.106
0.008,56.740,-33.333,-0.004,-0.010,24491.760000000002,0.096
0.008,56.740,-33.333,-0.003,-0.013,156720.9,0.085
0.007,56.740,-33.333,-0.002,-0.009,12387.36,0.074
0.007,56.740,-33.333,-0.001,-0.006,14535.76,0.064
0.007,62.957,-0.000,0.006,0.002,53170.34,0.053
0.007,54.519,-50.000,-0.003,0.002,67606.48000000001,0.043
0.006,54.519,-50.000,-0.002,0.001,22662.999999999996,0.032
0.005,47.184,-100.000,-0.008,-0.006,8954.38,0.021
0.004,47.184,-100.000,-0.005,-0.004,79569.22000000002,0.011
0.003,47.184,-100.000,-0.003,-0.009,18310.23,0.021
0.002,47.184,-100.000,-0.002,0.000,7609.65,0.032
0.002,55.277,-50.000,0.005,0.007,13703.859999999999,0.043
0.002,55.277,-50.000,0.003,0.011,2033.12,0.053
0.002,55.277,-50.000,0.002,0.007,101914.72,0.064
0.002,55.277,-50.000,0.001,0.005,86235.81999999999,0.074
0.001,39.142,-100.000,-0.012,-0.010,57162.03,0.085
-0.000,39.142,-100.000,-0.008,-0.013,21025.5,0.096
0.000,54.534,-0.000,0.008,0.004,42801.520000000004,0.106
-0.000,47.997,-50.000,-0.001,-0.004,102926.4,0.117
-0.000,47.997,-50.000,-0.001,-0.002,3101.39,0.128
-0.000,47.997,-50.000,-0.001,0.011,62242.24,0.138
-0.001,41.748,-100.000,-0.007,0.001,90876.28000000001,0.149
-0.002,41.748,-66.667,-0.005,-0.012,67589.09,0.160
-0.003,41.748,-66.667,-0.003,-0.002,48824.55,0.170
-0.003,41.748,-66.667,-0.002,-0.001,76666.14,0.181
-0.003,41.748,-66.667,-0.001,-0.001,33313.79,0.191
-0.004,35.123,-100.000,-0.007,-0.000,73661.21,0.202
-0.004,44.592,-66.667,0.002,0.006,10628.800000000001,0.213
-0.004,44.592,-66.667,0.001,0.004,6221.03,0.223
-0.004,44.592,-66.667,0.001,0.003,132993.59000000003,0.234
-0.004,44.592,-66.667,0.000,0.002,45581.04,0.245
-0.004,44.592,-66.667,0.000,0.008,12427.51,0.255
-0.004,36.810,-74.805,-0.006,-0.008,47582.43,0.266
-0.005,36.810,-66.436,-0.004,-0.005,36846.979999999996,0.277
-0.006,30.560,-66.782,-0.009,-0.010,93111.48000000003,0.287
-0.006,30.560,-66.782,-0.006,-0.007,162481.74,0.298
-0.007,30.560,-66.782,-0.004,-0.004,25303.2,0.309
-0.006,51.165,-0.000,0.010,0.016,186115.11,0.319
-0.005,51.165,-0.000,0.007,0.011,138904.0,0.330
-0.005,43.687,-33.218,-0.002,0.007,53592.119999999995,0.340
-0.002,61.749,-0.000,0.018,0.024,122118.70999999999,0.351
-0.000,61.749,-0.000,0.012,0.016,253422.12,0.362
0.002,65.969,-0.000,0.014,0.004,18201.75,0.372
0.006,74.933,-9.979,0.029,0.022,382839.59,0.383
0.009,74.933,-9.979,0.019,0.021,330435.31,0.394
0.013,79.163,-8.478,0.026,0.008,355781.81999999995,0.404
0.015,72.570,-16.782,0.011,-0.001,55735.29999999999,0.415
0.017,72.570,-18.302,0.007,-0.007,109626.24,0.426
0.018,72.570,-20.145,0.005,-0.024,14875.48,0.436
0.017,65.732,-30.114,-0.003,-0.022,113683.47,0.447
0.019,73.772,-0.000,0.017,-0.008,322102.92,0.457
0.021,73.772,-23.022,0.011,0.001,1453524.44,0.468
0.027,83.923,-6.648,0.053,0.045,3384587.3200000003,0.479
0.034,87.019,-5.249,0.061,0.056,2550994.0,0.489
0.044,89.689,-0.000,0.073,0.076,2495346.66,0.500
0.051,89.689,-8.758,0.048,0.031,2402566.84,0.511
0.062,92.790,-12.496,0.090,0.079,3321524.56,0.500
0.066,76.336,-31.224,0.022,-0.031,2160555.96,0.508
0.067,71.753,-37.488,0.002,-0.059,1064808.8499999999,0.516
0.068,72.642,-34.340,0.007,-0.065,992193.4400000002,0.524
0.065,65.958,-43.752,-0.014,-0.063,1044159.0800000001,0.532
0.062,65.958,-43.752,-0.010,-0.100,218431.06000000006,0.540
0.058,63.707,-49.983,-0.013,-0.034,498129.62999999995,0.548
0.056,64.993,-50.019,-0.002,-0.004,161268.08,0.556
0.053,64.993,-63.645,-0.001,-0.009,45405.02,0.564
0.050,64.993,-77.784,-0.001,0.013,136236.79,0.572
0.052,72.360,-49.968,0.038,0.047,903714.58,0.580
0.054,73.363,-43.738,0.032,0.044,511808.97,0.588
0.053,70.605,-33.304,0.015,0.017,162894.99999999997,0.596
0.053,70.605,-20.021,0.010,0.011,207419.6,0.604
0.052,71.833,-10.062,0.013,0.014,574137.04,0.612
0.051,71.833,-25.000,0.009,-0.029,1051573.16,0.620
0.052,74.333,-8.304,0.019,-0.013,194127.74,0.628
0.051,70.959,-16.609,0.006,-0.009,203437.68,0.636
0.048,67.619,-25.000,-0.002,-0.012,196514.83000000002,0.644
0.047,69.181,-18.130,0.005,-0.008,158287.8,0.652
0.044,65.764,-30.010,-0.003,-0.012,85269.07,0.660
0.043,67.493,-22.145,0.004,-0.014,146900.59999999998,0.668
0.041,67.493,-39.917,0.003,-0.003,17561.800000000003,0.676
0.038,63.759,-60.083,-0.005,-0.002,152203.49,0.684
0.036,65.797,-39.917,0.003,-0.001,127931.02999999998,0.692
0.033,58.721,-100.000,-0.011,-0.007,102617.28,0.700
0.030,58.721,-100.000,-0.007,-0.011,44947.03,0.708
0.028,61.132,-66.782,0.002,-0.001,44092.93,0.716
0.026,61.132,-66.782,0.001,0.006,4085.3100000000004,0.724
0.025,61.132,-50.259,0.001,-0.003,30050.02,0.732
0.023,61.132,-50.259,0.001,0.011,181025.91999999998,0.740
0.021,56.679,-100.000,-0.006,0.001,150354.41,0.748
0.019,56.679,-100.000,-0.004,-0.006,21973.480000000003,0.756
0.016,52.264,-100.000,-0.009,-0.010,202894.0,0.764
0.014,52.264,-75.065,-0.006,-0.007,120271.46,0.772
0.012,52.264,-75.065,-0.004,-0.005,48980.86,0.780
0.010,47.629,-100.000,-0.009,-0.003,133583.94,0.788
0.008,47.629,-100.000,-0.006,-0.002,252950.57,0.796
0.007,52.513,-75.065,0.002,0.011,10582.24,0.804
0.006,52.513,-75.065,0.002,0.008,66990.12000000001,0.812
0.004,43.175,-100.000,-0.012,-0.008,151652.87,0.820
0.002,43.175,-100.000,-0.008,0.001,142767.45,0.828
0.001,43.175,-100.000,-0.005,0.001,279645.03,0.836
0.000,48.854,-75.000,0.003,0.001,310344.42,0.844
-0.001,44.107,-74.805,-0.004,-0.006,217922.85,0.852
-0.003,36.407,-100.000,-0.016,-0.004,267292.65,0.860
-0.005,36.407,-100.000,-0.011,-0.003,148278.18000000002,0.868
-0.005,42.253,-79.876,-0.001,0.005,146648.48999999996,0.876
-0.007,38.447,-100.000,-0.007,-0.010,63995.07,0.884
-0.008,38.447,-80.083,-0.005,-0.000,94012.78,0.892
-0.008,38.447,-80.083,-0.003,0.013,219444.69000000003,0.900
-0.008,44.672,-50.000,0.004,0.015,23871.260000000002,0.908
-0.006,50.105,-24.870,0.009,0.010,332636.68999999994,0.916
-0.006,45.313,-50.000,-0.000,0.007,113503.38000000002,0.924
-0.006,45.313,-50.000,-0.000,0.004,43389.450000000004,0.932
-0.006,45.313,-50.000,-0.000,0.003,89463.01000000001,0.940
-0.005,45.313,-33.448,-0.000,-0.004,64331.08,0.948
-0.004,51.547,-0.000,0.006,-0.003,159769.98,0.956
-0.000,67.393,-12.581,0.030,0.030,498131.07,0.964
0.002,61.939,-25.032,0.014,0.014,336244.18999999994,0.972
0.004,61.939,-25.032,0.009,0.009,395102.26000000007,0.980
0.004,56.625,-37.484,-0.000,-0.000,198906.48,0.988
0.005,60.294,-25.032,0.006,-0.000,168509.04000000004,0.996
0.005,51.002,-57.037,-0.009,-0.039,156695.0,0.988
0.007,60.768,-14.370,0.013,-0.000,750686.67,0.980
0.007,56.711,-37.484,0.003,-0.006,596493.16,0.972
0.005,46.647,-85.608,-0.018,-0.017,284426.88,0.964
0.003,43.827,-100.000,-0.018,-0.024,149158.86,0.956
0.003,52.955,-57.122,0.007,0.016,79736.69,0.948
0.003,50.045,-71.365,-0.002,-0.015,46129.5,0.940
0.002,50.045,-71.365,-0.001,-0.004,209704.75,0.932
0.000,44.363,-100.000,-0.014,0.004,50960.66,0.924
-0.001,44.363,-77.739,-0.009,0.009,84453.69,0.916
-0.003,41.609,-88.927,-0.013,-0.020,30830.760000000002,0.908
-0.005,39.027,-100.000,-0.015,-0.013,40216.560000000005,0.900
-0.008,36.582,-100.000,-0.016,-0.015,40920.74,0.892
-0.010,36.582,-90.849,-0.011,0.003,97359.76000000001,0.884
-0.010,40.877,-74.968,-0.001,0.008,137093.9,0.876
-0.010,44.897,-62.516,0.006,0.018,128359.02,0.868
-0.009,44.897,-57.185,0.004,0.019,283525.61,0.860
-0.009,44.897,-57.185,0.003,0.019,62732.51000000001,0.852
-0.009,41.383,-71.407,-0.005,0.006,29590.5,0.844
-0.009,41.383,-50.086,-0.003,-0.002,520689.95999999996,0.836
-0.008,46.261,-33.506,0.004,-0.002,95699.99999999999,0.828
-0.008,46.261,-33.506,0.003,-0.001,182258.36000000002,0.820
-0.007,46.261,-33.506,0.002,-0.001,197438.6,0.812
-0.006,51.368,-16.753,0.008,0.012,46327.89,0.804
-0.005,46.599,-33.506,-0.001,0.002,49465.21,0.796
-0.006,42.403,-50.086,-0.007,-0.012,82233.06,0.788
-0.006,42.403,-50.086,-0.005,-0.008,40063.88,0.780
-0.005,52.397,-16.753,0.010,0.008,59560.740000000005,0.772
-0.003,56.484,-0.000,0.013,0.005,56539.340000000004,0.764
-0.002,51.703,-16.753,0.002,0.003,47358.159999999996,0.756
-0.001,51.703,-16.753,0.001,0.009,87368.22,0.748
-0.000,56.020,-0.000,0.007,0.012,3854.47,0.740
0.000,51.101,-33.448,-0.002,-0.011,23220.289999999997,0.732
0.001,55.326,-0.000,0.005,-0.007,27337.75,0.724
0.002,55.326,-0.000,0.004,0.002,134540.8,0.716
0.004,62.719,-0.000,0.015,0.014,44223.26,0.708
0.003,49.453,-59.959,-0.009,-0.017,258714.43000000002,0.700
0.003,49.453,-59.959,-0.006,-0.005,78536.12,0.692
0.001,45.690,-80.083,-0.011,-0.016,41488.07,0.684
-0.000,42.264,-100.000,-0.013,-0.017,36390.38,0.676
-0.003,39.105,-100.000,-0.015,-0.031,592954.7,0.668
-0.004,39.105,-85.630,-0.010,-0.001,77415.95999999999,0.660
-0.005,43.962,-71.407,-0.000,0.006,1752.66,0.652
-0.006,40.485,-60.021,-0.007,0.004,456727.44,0.644
-0.004,55.669,-19.938,0.021,0.035,294850.15,0.636
-0.003,52.073,-50.000,0.008,0.023,2038110.1100000003,0.628
-0.003,45.743,-64.318,-0.008,0.003,526208.9600000001,0.620
-0.004,42.946,-71.439,-0.012,-0.011,353336.18,0.612
-0.005,42.946,-71.439,-0.008,-0.001,33004.85,0.604
-0.007,40.075,-78.635,-0.012,-0.033,24034.22,0.596
-0.007,44.100,-71.439,-0.001,-0.009,56757.05999999999,0.588
-0.009,38.552,-85.757,-0.014,-0.006,235535.69,0.580
-0.012,32.068,-93.705,-0.028,-0.017,385577.99,0.572
-0.015,32.068,-93.705,-0.019,-0.011,219572.43000000002,0.564
-0.017,32.068,-93.705,-0.013,-0.001,27378.350000000002,0.556
-0.017,36.513,-87.476,-0.002,-0.001,169716.33000000002,0.548
-0.018,34.110,-93.705,-0.008,0.006,33048.450000000004,0.540
-0.020,29.855,-91.696,-0.018,0.010,65538.35,0.532
-0.023,27.985,-83.362,-0.018,0.000,154932.36000000002,0.524
-0.024,27.985,-80.042,-0.012,0.000,133483.57,0.516
-0.024,32.862,-70.062,-0.002,0.000,104160.32,0.508
-0.024,32.862,-70.062,-0.001,0.007,16990.59,0.500
-0.027,24.990,-91.688,-0.026,-0.008,330116.91,0.500
-0.028,29.568,-79.938,-0.011,0.007,113804.1,0.429
-0.028,29.568,-77.714,-0.007,0.005,467877.31999999995,0.357
-0.028,29.568,-77.714,-0.005,-0.003,96581.07,0.286
-0.025,45.894,-33.372,0.022,0.023,641225.6000000001,0.214
-0.022,45.894,-33.372,0.015,0.041,638840.43,0.143
-0.018,52.334,-11.085,0.023,0.034,357640.5300000001,0.071
-0.016,46.388,-33.372,0.002,0.010,254284.02000000002,0.143
-0.014,46.388,-33.372,0.002,0.007,269685.26,0.214
-0.013,46.388,-33.372,0.001,-0.021,50454.25000000001,0.286
-0.012,46.388,-33.372,0.001,-0.014,187568.25,0.357
-0.011,43.111,-44.457,-0.006,-0.029,44650.76,0.429
-0.009,50.658,-22.171,0.009,0.007,357676.77999999997,0.500
-0.008,47.264,-37.532,-0.001,-0.002,268847.81,0.571
-0.002,64.874,-0.000,0.045,0.044,38269.14,0.500
0.001,58.817,-16.710,0.017,0.016,129377.29999999999,0.515
0.001,51.144,-55.543,-0.008,-0.002,44824.22,0.531
0.002,53.330,-44.457,0.001,-0.008,21164.1,0.546
0.003,53.330,-44.457,0.001,0.001,6368.5,0.562
0.005,57.717,-22.286,0.013,-0.031,75510.96,0.577
0.007,57.717,-22.286,0.009,-0.008,155406.13,0.592
0.008,57.717,-22.286,0.006,0.014,57483.82000000001,0.608
0.007,51.652,-44.457,-0.009,-0.010,166807.75,0.623
0.007,54.241,-33.372,0.000,-0.000,202559.08,0.638
0.008,56.736,-28.635,0.007,-0.007,40007.65,0.654
0.007,50.773,-80.042,-0.008,-0.017,53653.729999999996,0.669
0.006,50.773,-80.042,-0.006,-0.011,200.79000000000002,0.685
0.007,56.122,-25.195,0.009,0.018,67611.52,0.700
0.007,56.122,-25.195,0.006,0.006,114179.48,0.715
0.009,58.748,-0.000,0.011,0.004,27.25,0.731
0.009,58.748,-0.000,0.007,0.015,1507.98,0.746
0.009,54.935,-33.564,-0.002,0.004,87177.49999999999,0.762
0.009,54.935,-33.564,-0.001,-0.010,61134.189999999995,0.777
0.008,54.935,-33.564,-0.001,-0.007,42101.21,0.792
0.007,50.855,-66.782,-0.007,-0.017,62539.31,0.808
0.007,54.494,-33.564,0.002,-0.005,42780.96,0.823
0.007,54.494,-33.564,0.001,0.003,26026.24,0.838
0.006,50.184,-66.782,-0.006,-0.004,140702.59,0.854
0.006,54.094,-33.564,0.003,0.003,2894.7799999999997,0.869
0.005,49.878,-66.782,-0.005,0.002,36127.16,0.885
0.004,49.878,-66.782,-0.003,-0.005,34506.75,0.900
0.003,45.743,-100.000,-0.008,-0.010,59664.11,0.915
-0.000,38.813,-83.218,-0.018,-0.013,138142.97999999998,0.931
-0.003,35.857,-100.000,-0.019,-0.021,267900.5,0.946
-0.005,35.857,-83.362,-0.013,-0.008,91425.72999999998,0.962
-0.006,41.062,-66.551,-0.002,0.001,54116.0,0.977
-0.007,41.062,-66.551,-0.001,0.007,193221.68,0.992
-0.006,46.084,-49.913,0.006,0.024,227398.59000000003,0.977
-0.006,46.084,-49.913,0.004,0.022,28407.91,0.962
-0.006,41.940,-66.551,-0.004,0.009,13317.22,0.946
-0.008,35.104,-100.000,-0.015,-0.014,88269.66,0.931
-0.008,44.794,-66.551,0.003,0.004,377267.36,0.915
-0.007,48.882,-39.917,0.008,0.003,92238.68,0.900
-0.005,52.658,-0.000,0.012,0.008,192965.70999999996,0.885
-0.004,52.658,-0.000,0.008,0.012,307346.51999999996,0.869
-0.003,52.658,-0.000,0.005,0.021,54205.42,0.854
-0.003,48.211,-24.935,-0.003,-0.005,5410.0,0.838
-0.002,52.529,-0.000,0.004,-0.004,12106.04,0.823
-0.002,48.201,-24.935,-0.003,-0.015,98973.73999999999,0.808
-0.002,48.201,-24.935,-0.002,-0.010,5139.5,0.792
-0.002,48.201,-24.935,-0.002,-0.007,179974.58,0.777
-0.002,48.201,-24.935,-0.001,0.002,61100.54000000001,0.762
-0.003,43.392,-66.436,-0.007,-0.012,54.0,0.746
-0.002,48.884,-50.000,0.002,0.005,32.46,0.731
-0.003,44.260,-100.000,-0.005,-0.003,32.45,0.715
-0.003,44.260,-100.000,-0.004,-0.002,12150.0,0.700
-0.004,44.260,-100.000,-0.002,-0.001,35718.630000000005,0.685
-0.004,44.260,-100.000,-0.002,0.006,39970.8,0.669
-0.004,44.260,-100.000,-0.001,-0.003,76349.13,0.654
-0.004,44.260,-100.000,-0.001,0.005,84764.1,0.638
-0.004,44.260,-66.436,-0.000,0.003,27678.4,0.623
-0.005,38.136,-100.000,-0.007,-0.004,240431.31,0.608
-0.005,38.136,-66.782,-0.005,-0.003,105688.59,0.592
-0.005,38.136,-66.782,-0.003,-0.002,60368.0,0.577
-0.005,47.251,-33.218,0.004,0.005,23355.0,0.562
-0.006,35.913,-100.000,-0.010,-0.009,312204.21,0.546
-0.007,31.823,-100.000,-0.013,-0.006,164194.73,0.531
-0.008,39.271,-75.065,-0.002,0.002,6717.880000000001,0.515
-0.009,35.137,-80.042,-0.008,-0.005,431196.9,0.500
-0.012,26.196,-100.000,-0.025,-0.029,223857.83000000002,0.500
-0.012,37.613,-71.365,-0.003,0.006,60144.549999999996,0.486
-0.013,34.735,-83.218,-0.009,0.004,208333.00999999998,0.471
-0.014,34.735,-83.218,-0.006,-0.004,18777.2,0.457
-0.015,34.735,-83.218,-0.004,0.004,99706.63,0.442
-0.015,34.735,-83.218,-0.003,0.022,57763.95,0.428
-0.013,45.877,-50.000,0.011,0.015,250640.05,0.413
-0.012,45.877,-39.917,0.007,0.016,183975.96000000002,0.399
-0.012,38.295,-79.834,-0.008,-0.002,244044.88999999998,0.384
-0.011,43.337,-49.870,0.001,0.005,58986.18,0.370
-0.010,47.920,-24.935,0.007,0.010,520582.25,0.355
-0.009,44.081,-49.870,-0.002,-0.013,137650.15999999997,0.341
-0.010,40.579,-74.805,-0.007,-0.015,45881.6,0.326
-0.007,55.728,-0.000,0.021,0.028,8619.609999999999,0.312
-0.007,46.212,-59.875,-0.005,-0.007,73649.62,0.297
-0.007,43.543,-79.834,-0.010,-0.017,34023.28,0.283
-0.008,43.543,-100.000,-0.007,-0.005,10753.5,0.268
-0.007,47.087,-75.000,0.002,0.009,73153.28,0.254
-0.007,47.087,-75.000,0.001,-0.019,5778.269999999999,0.239
-0.005,53.813,-25.000,0.014,0.019,158640.0,0.225
-0.003,53.813,-40.125,0.009,0.019,304147.7,0.210
-0.000,59.774,-16.638,0.019,0.026,161396.83,0.196
0.006,70.123,-0.000,0.045,0.043,719044.65,0.181
0.010,70.123,-16.638,0.030,0.029,1755985.94,0.167
0.014,70.123,-16.638,0.020,0.006,485845.85,0.152
0.017,71.924,-8.319,0.020,0.011,361038.75,0.138
0.018,63.622,-25.043,0.000,-0.019,392411.8,0.123
0.017,53.668,-50.000,-0.019,-0.064,284988.04,0.109
0.016,56.132,-45.463,-0.006,-0.036,71608.93999999999,0.094
0.016,58.508,-36.389,0.002,-0.018,18448.0,0.080
0.015,58.508,-40.021,0.001,-0.018,197565.12,0.065
0.015,58.508,-40.021,0.001,0.001,80136.79,0.051
0.015,58.508,-50.000,0.001,0.020,84137.84999999999,0.036
0.014,58.508,-57.207,0.000,0.007,117016.5,0.022
0.013,54.251,-83.362,-0.006,-0.008,3447.12,0.007
0.012,57.575,-66.724,0.002,0.001,188983.2,0.022
0.011,53.397,-83.362,-0.005,-0.006,224448.95,0.036
0.011,56.775,-60.083,0.003,0.003,43436.229999999996,0.051
0.010,52.664,-66.667,-0.004,-0.005,21390.24,0.065
0.009,52.664,-50.000,-0.003,0.003,15176.0,0.080
0.008,52.664,-50.000,-0.002,-0.004,20455.8,0.094
0.007,52.664,-50.000,-0.001,0.004,60495.82000000001,0.109
0.006,52.664,-50.000,-0.001,-0.004,6752.370000000001,0.123
0.006,52.664,-50.000,-0.001,0.004,55483.57,0.138
0.006,57.468,-0.000,0.006,0.009,87439.26000000001,0.152
0.006,57.468,-0.000,0.004,0.006,44895.240000000005,0.167
0.006,57.468,-0.000,0.003,0.004,32.58,0.181
0.007,62.253,-0.000,0.008,0.009,10880.0,0.196
0.006,55.526,-33.333,-0.001,-0.000,6325.95,0.210
0.006,55.526,-33.333,-0.001,-0.007,118644.64,0.225
0.006,55.526,-33.333,-0.000,-0.004,2715.0,0.239
0.006,55.526,-33.333,-0.000,-0.003,82063.59,0.254
0.004,48.479,-66.667,-0.007,-0.015,6661.639999999999,0.268
0.004,48.479,-66.667,-0.004,-0.003,75629.70000000001,0.283
0.002,42.260,-100.000,-0.009,-0.009,154760.46,0.297
0.001,42.260,-100.000,-0.006,-0.006,62393.53,0.312
0.001,49.738,-66.667,0.002,0.003,17517.59,0.326
-0.000,43.650,-100.000,-0.005,0.002,8017.62,0.341
-0.001,43.650,-100.000,-0.003,0.001,20074.46,0.355
-0.001,50.655,-66.667,0.004,0.014,44784.88,0.370
-0.001,50.655,-66.667,0.003,0.009,24407.710000000003,0.384
-0.001,44.272,-100.000,-0.005,-0.007,7461.39,0.399
-0.002,44.272,-100.000,-0.003,0.002,107107.18000000001,0.413
-0.002,44.272,-100.000,-0.002,0.001,48734.88,0.428
-0.001,51.850,-50.000,0.005,0.001,243659.84,0.442
0.001,66.582,-0.000,0.023,0.020,766092.7000000001,0.457
0.009,81.104,-0.000,0.060,0.065,2388608.5800000005,0.471
0.015,81.104,-15.415,0.040,0.043,1965541.2200000004,0.486
0.021,84.461,-26.299,0.046,0.048,2953472.5599999996,0.500
0.035,90.866,-7.423,0.101,0.096,4140788.0999999996,0.500
0.040,73.145,-32.159,0.029,0.006,2793327.2900000005,0.511
0.042,66.194,-42.878,0.000,-0.060,1029428.4100000001,0.522
0.041,61.980,-50.000,-0.013,-0.053,730830.8999999999,0.533
0.041,64.419,-42.878,0.004,-0.042,559097.29,0.544
0.039,58.369,-53.561,-0.016,-0.118,415060.71,0.556
0.035,54.664,-62.962,-0.024,-0.053,479785.03999999986,0.567
0.034,58.874,-53.834,0.003,0.003,127134.00999999998,0.578
0.035,62.601,-44.020,0.021,0.034,544556.1799999999,0.589
0.036,63.791,-52.652,0.021,0.017,697228.7499999999,0.600
0.036,61.677,-61.166,0.007,0.024,346812.09,0.611
0.036,62.998,-55.568,0.011,0.035,138120.47999999998,0.622
0.037,65.529,-44.489,0.020,0.017,320486.11,0.633
0.037,63.201,-25.022,0.007,-0.014,221740.93,0.644
0.034,56.672,-50.043,-0.014,-0.035,274681.69,0.656
0.031,54.653,-58.355,-0.016,-0.023,937806.1799999999,0.667
0.027,52.633,-66.667,-0.017,-0.028,286437.7199999999,0.678
0.024,52.633,-66.667,-0.011,-0.032,354597.07999999996,0.689
0.021,52.633,-66.667,-0.008,-0.015,201711.12,0.700
0.018,50.311,-81.775,-0.011,0.003,354421.5,0.711
0.019,59.866,-36.355,0.024,0.040,149867.89999999997,0.722
0.019,57.466,-45.515,0.010,0.027,407970.2,0.733
0.018,57.466,-45.515,0.007,0.018,263461.92,0.744
0.018,57.466,-45.515,0.004,0.012,50666.63,0.756
0.016,54.753,-50.000,-0.003,0.008,109405.35999999999,0.767
0.015,52.103,-59.979,-0.009,-0.033,40104.15,0.778
0.013,52.103,-59.979,-0.006,-0.016,93712.68000000001,0.789
0.013,56.937,-44.457,0.009,0.002,202314.15999999997,0.800
0.014,61.177,-41.696,0.019,0.014,1315516.3900000001,0.811
0.014,55.311,-63.739,-0.000,0.003,659314.4999999999,0.822
0.012,50.159,-81.870,-0.013,-0.004,383775.11,0.833
0.009,47.763,-100.000,-0.015,-0.009,48686.54,0.844
0.008,50.319,-90.031,-0.004,-0.013,35450.56,0.856
0.007,52.805,-80.062,0.004,-0.015,62580.350000000006,0.867
0.007,52.805,-80.062,0.003,0.003,34167.45,0.878
0.006,52.805,-80.062,0.002,0.015,13078.36,0.889
0.004,44.466,-100.000,-0.018,-0.003,271110.06,0.900
0.001,42.057,-92.332,-0.018,-0.015,233557.22,0.911
0.000,48.084,-76.917,0.001,-0.003,102918.04000000001,0.922
-0.002,43.241,-92.332,-0.013,-0.015,118019.72,0.933
-0.004,41.027,-100.000,-0.015,-0.016,23820.95,0.944
-0.005,44.108,-83.362,-0.003,0.015,15590.72,0.956
-0.006,44.108,-80.042,-0.002,0.016,20575.54,0.967
